name,brand,category,barcode,vegNonVeg,available_quantities,ingredients,allergens,side_effects,harm_level,image_url
Lay’s Chile Limon 20rs,Lay's,snacks,8901491981552,,"[""55 g""]","[""ca"", ""mirl lay's is the registereu cor feedback or queries"", ""write to the consumer services manager"", ""pepsico india holdings pvt"", ""ltd"", ""p"", ""o"", ""box 27"", ""dlf qutab enclave"", ""phase-1"", ""gurugram-122002"", ""haryana"", ""india"", ""or call us at 1800 22 4020 cr email us at consumer"", ""feedback@pepsico"", ""com proprietary food - potato chips (15"", ""1) as compared to previous lay's chile limón our packs"", ""limited period offer"", ""valid in ct geographies"", ""gredients: potato"", ""edible vegetable oil molein oil)"", ""*seasoning (sugar"", ""lodised salt"", ""favour (natural and nature identical flavouring substances)"", ""~spices"", ""condiments"", ""maltodextrin"", ""lime juice powder"", ""anticaking agent (551)"", ""edible vegetable oil (sunflower seed oil)"", ""flavour enhancers (627"", ""631)"", ""corn syrup solids)"", ""*as flavouring agent"", ""contains onion and garlic""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/149/198/1552/front_en.26.400.jpg
Haldiram's Aloo Bhujia Sev,haldiram-s,snacks,8904004400687,,"[""20g""]","[""Potato"", ""Edible Vegetable Oil (Palmolein"", ""Cotton Seed"", ""Corn"", ""Sunflower)"", ""Bengal Gram Flour (Besan)"", ""Potato Flakes"", ""Potato Starch"", ""Tapioca Starch"", ""Tepary Beans (Moth Dal) Flour"", ""Iodised Salt"", ""Red Chilli Powder"", ""Black Salt"", ""Acidity Regulator (INS 330)"", ""Black Pepper"", ""Clove"", ""Dried Ginger Powder"", ""Dried Garlic Powder"", ""Cumin Powder"", ""Bay Leaf"", ""Nutmeg"", ""Cinnamon"", ""Turmeric"", ""Mint Leaves"", ""Natural Flavours & Natural Flavouring Substances & Nature Identical Flavouring Substances.""]","[""gluten"", ""milk"", ""nuts"", ""peanuts"", ""sesame seeds"", ""soybeans"", ""mustard""]",[],,
Yippee noodles (snack pack),sunfeast,plant-based-foods-and-beverages,8901725018016,,"[""48""]","[""Instant Noodles: Maida (Refined Wheat Flour)(78.7%)"", ""*Edible Vegetable Oil"", ""Iodized Salt"", ""Wheat Gluten (0.4%)"", ""Thickeners (502"", ""412)"", ""Acidity Regulators (501)"", ""Stabilizer [339(i)]. Seasoning: Masala Mix: Dehydrated Vegetables [Beans (9.5%)"", ""Carrot (7.1%)"", ""Onion (4.6%)"", ""Cabbage (3.8%)]"", ""Instant Noodle Powder (Maida (Refined Wheat Flour)(15.9%)"", ""*Edible Vegetable Oil"", ""Iodized Salt"", ""Wheat Gluten (0.07%)]"", ""Spices and Condiments [Garlic (17.6%)]"", ""Coriander"", ""Cumin"", ""Dried Ginger"", ""Chilliies"", ""Aniseed"", ""Fenugreek"", ""Black Pepper"", ""Cardamom"", ""Nutmeg"", ""Caraway"", ""Cinnamon"", ""Cloves"", ""Tumeric]"", ""Sugar"", ""Iodized Salt"", ""Hydrolyzed Vegetable Protein (Deflated Soya"", ""Maltodextrin)"", ""Natural Flavours and Natural Flavouring Substances"", ""Yeast Extract"", ""Acidity Regulator (330)"", ""Nature Identical Flavouring Substances"", ""Flavour Enhancer (635).""]","[""gluten""]",[],,
Nescafe Sunrise,nescafe,beverages-and-beverages-preparations,89080306,,"[""1.9g""]","[""COFFEE BEANS (60%)&CHICORY""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/000/008/908/0306/front_en.3.400.jpg
Heritage Toned UHT Milk,heritage,dairies,8904089994293,,"[""1L""]","[""Milk Solids (Toned Milk)"", ""Vitamin A (Palmitate) & Vitamin D (Ergocalciferol)""]","[""milk""]",[],,
Un-junked jeera biscuit,open-secret,snacks,8904057302648,,"[""40 g""]","[""Oat Flour"", ""Whole Wheat Flour"", ""Fructooligosaccharides"", ""Unsalted Butter"", ""Corn Flour"", ""Refined Sunflower Oil"", ""Rice Flour"", ""Jowar Flour"", ""Jaggery Powder"", ""Maltodextrin"", ""Whole Cumin 2%"", ""Cumin Powder"", ""Skimmed Milk Powder"", ""Rising Agent [INS503(ii)"", ""INS500(ii)"", ""INS 450(i) INS575]"", ""Antioxident (INS322) Edible Common Salt"", ""Ragi Flour"", ""Bajra Flour"", ""Udid Flour""]","[""gluten"", ""milk""]",[],,
Paper boat Indigo exclusive mango basil,paper-boat,beverages-and-beverages-preparations,8906080604676,,"[""170ml""]","[""Water"", ""Mango Pulp (51%) Apple Juice Concentrate (7%). Flavours (Natural and Nature-Identical Flavouring Substances)"", ""Lemon Juice Concentrate"", ""Dried Basil Leaves.""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/608/060/4676/front_en.3.400.jpg
Cow's ghee,patanjali,fats,8904422700222,,"[""905g""]","[""Milk fat""]","[""milk""]",[],,
Jeera,jk,plant-based-foods-and-beverages,6982494701059,,"[""50g""]","[""Calories 384.02Cal"", ""Total_fat 18.90g"", ""Sodium 140mg"", ""Total_Carbohydrates 38.10g"", ""Protein 15.38g"", ""Vitamine_A 13micron"", ""Vitamine_C 1.20mg"", ""Calcium 790mg"", ""Iron 15.60mg"", ""Sugar 1g"", ""Trans_Fat 0g"", ""Saturated_fat 1.34g"", ""Mono_Unsaturatedfat 13.77g""]","[""-""]",[],,
100% Whey Protein Powder Drink Mix Strawberry Banana,optimum-nutrition,dietary-supplements,0748927029864,,"[""5lb""]","[""Whey Protein Isolate"", ""Whey Protein Concentrate"", ""Hydrolyzed Whey Protein"", ""Natural and Artificial Flavor"", ""Sunflower and/or Soy Lecithin"", ""Acesulfame Potassium"", ""Sucralose"", ""Red 40""]","[""milk"", ""soybeans""]",[],,
Mad Angles Chaat Masti,bingo,snacks,8901725198442,,"[""90 g""]","[""RICE GRITS"", ""SEASONING MIX (REFINED PALMOLEIN"", ""REFINED SUGAR CONDIMENTS"", ""IODISED SALT"", ""WHEAT FLOUR"", ""BLACK SALT"", ""TOMATO POWDER (0.3 POWDER (0.2%)"", ""ACIDITY REGULATORS (INS 296"", ""INS 334"", ""INS 330)"", ""HYDROLYZED PROTEIN"", ""ANTICAKING AGENT (INS 551) & FLAVOUR ENHANCERS (INS 627) REFINED PALMOLEIN"", ""CORN GRITS"", ""GRAM GRITS AND ACIDITY REGULATOR (INS 500[ii]) USED AS NATURAL FLAVOURING AGENT CONTAINS ADDED FLAVOUR(S) (NATURAL FLAVOURS AND NATURAL FLAVOURING SUBSTANCES AND NATURE IDENTICAL FLAVOURING SUBSTANCES)""]","[""gluten""]",[],,https://images.openfoodfacts.org/images/products/890/172/519/8442/front_en.7.400.jpg
Cavins butterscotch milkshake,cavin-s,beverages,8902979052405,,"[""180ml""]","[""Milk (89%) Sugar"", ""Stabilizers (INS 415"", ""INS 412"", ""INS 407)"", ""Sequestering Agent (INS 452(i) Edible Common Salt"", ""Cashew Powder (0.05%)"", ""and Emulsifier (INS 436). CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (INS 1101 AND ADDED FLAVOUR NATURE IDENTICAL AND ARTIFICIAL (BUTTERSCOTCH FLAVOURING SUBSTANCES)""]","[""milk"", ""nuts""]",[],,
Nestle munch king size,Nestlé,snacks,7901011018448,,"[""17.8g""]","[""Sugar"", ""Refined Wheat flour (Maida)"", ""Hydrogenated vegetable fats"", ""Fractionated vegetable fat"", ""Milk solids"", ""Cocoa solids (3.8%)"", ""Emulsifiers (Soya lecithin and 476)"", ""Raising agent (500 ii)"", ""Yeast"", ""Iodized salt"", ""Flour treatment agent (516) and Artificial flavouring substances (vanilla). Allergen note: Contains Wheat"", ""Milk"", ""Sesame and Soy. May Contain Nuts.""]","[""gluten"", ""milk"", ""sesame seeds"", ""soybeans""]",[],,
British Biologicals D-Protin,british-biologicals,dietary-supplements,8906011145322,,"[""200 g""]","[""Skimmed milk powder"", ""High oleic sunflower oil powder (HOSO)"", ""Cocoa powder"", ""Inulin"", ""Soya protein isolate"", ""CONTAINS PERMITTED AND ADDED FLAVOUR Mineral mix"", ""Maltodextrin"", ""Vitamin mix & Sucralose.""]","[""milk"", ""soybeans""]",[],,https://images.openfoodfacts.org/images/products/890/601/114/5322/front_en.3.400.jpg
Independence Chocolate Flavoured Milkshake,independence,beverages-and-beverages-preparations,8904132977235,,"[""200ml""]","[""DOUBLE TONED MILK (79%)"", ""SUGAR"", ""WATER"", ""COCOA SOLIDS (1.5%)"", ""EMULSIFIERS&STABILIZERS (471"", ""412"", ""407"", ""415)"", ""ACIDITY REGULATORS (340 (ii)"", ""340 (ii)"", ""452(i)"", ""IODIZED SALT"", ""NATURE IDENTICAL FLAVOURING SUBSTANCES""]","[""-""]",[],,
Crax curls,crax,packeged-food,8908016029249,,"[""57g""]","[""Corn Grits (65%)"", ""Edible Vegetable Oil (Refined Palmolein Oil)"", ""*Seasoning [lodised Salt"", ""Sugar Onion Powder"", ""Corn Starch"", ""Chilli Powder"", ""Garlic Powder Hydrolysed Soy Protein"", ""Coriander"", ""Acidity Regulators (INS 330"", ""INS 296)"", ""Anticaking Agent (INS 551)"", ""Flavour Enhancers (INS 627"", ""INS 631)"", ""Flavour(s) (Natural & Nature Identical Flavouring Substances) Used as part of flavouring agent Contains Soy. May Contains Milk and Wheat Manufactured & Marketed By: DFM Foods Limited 149"", ""First Floor"", ""Kilokari"", ""Ring Road"", ""Ashram"", ""New Delhi-110014 fssat Lic. No. 10014011002061 For manufacturing unit read the first character of the batch no. & see below""]","[""milk"", ""soybeans""]",[],,
Super T Milk,mother-dairy,dairies,8901648001904,,"[""140ml""]","[""Milk Solids""]","[""milk""]",[],,https://images.openfoodfacts.org/images/products/890/164/800/1904/front_en.5.400.jpg
SUPERYOU PROTEIN WAFER COFFEE,superyou,snacks,8908024977167,,"[""10 nos""]","[""PROTEIN BLEND (FERMENTED NUTRITIONAL YEAST PROTEIN (22%)+ MILK SOLIDS)"", ""EDIBLE VEGETABLE FAT (HYDROGENTED COCONUT OIL"", ""INS 322)"", ""SWEETENER (INS965)"", ""WHEAT FLOUR (ATTA)"", ""COFFEE POWDER"", ""COCOA SOLIDS"", ""STARCH"", ""EMULSIFIERS (INS 322"", ""INS 476)"", ""EDIBLE COMMON SALT"", ""IMPROVER ENZYME"", ""CONTAINS ADDED FLAVOUR - NATURE IDENTICAL FLAVOURING SUBSTANCE (COFFEE FLAVOUR"", ""CHOCOLATE"", ""COCOA BUTTER)"", ""ARTIFICIAL FLAVOURING SUBSTANCE (ETHYL VANILLIN)""]","[""gluten"", ""milk""]",[],,
Energy and focus,neuro,snacks,8906114851540,,"[""9 gums""]","[""Caffeine 40mg"", ""L-theanine 60mg"", ""Vitamin B6 (Pyridox ine hydrochloride) 0.7mg"", ""Vitamin B12 (Cyanocobalamin) 2.2μg"", ""INS 420(i)"", ""Gum base"", ""INS953"", ""magnesium stearate(INS470)"", ""INS 955"", ""INS 960"", ""INS 551"", ""INS 133""]","[""-""]",[],,
ISO Gold Whey Protein Isolate,one-science-nutrition,dietary-supplements,8900740227120,,"[""30g""]","[""Whey Protein Blend (93%) (Whey Protein Isolate"", ""Whey Protein Hydrolysatel Emulsifier Sunflower Lecithin"", ""Fat-reduced Cocoa Powder"", ""Flavor (Chocolate)"", ""Thickeners (Carrageenan Xanthan)"", ""Sodium Chloride"", ""Sweeteners (Sucralose"", ""Acesulfame K)"", ""Emulsifier (Refined Coconut Oil Contains added flavours.""]","[""milk""]",[],,
Whole Jeera (Cumin),vedaka,plant-based-foods-and-beverages,8903023003411,,"[""200 g""]","[""Whole Jeera (Cumin)""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/890/302/300/3411/front_en.3.400.jpg
Classic Emirates Dates,candor,plant-based-foods-and-beverages,8906064919857,,"[""500g""]","[""Dates""]","[""-""]",[],,
TOFFEE CARAMEL MILK,smoodh,beverages-and-beverages-preparations,8902579003647,,"[""85ml""]","[""MILK SOLIDS*"", ""SUGAR"", ""DEXTROSE"", ""FOOD COLOUR (INS 150c) (0.92%)"", ""MALT EXTRACT"", ""EMULSIFIERS AND STABILIZERS (INS 460(i)"", ""INS 471"", ""INS 466"", ""INS 407"", ""INS 340"", ""INS 452]"", ""NATURAL AND NATURE IDENTICAL FLAVOURING SUBSTANCES (CARAMEL"", ""COCOA"", ""TOFFEE"", ""ARTIFICIAL FLAVOURING SUBSTANCE (VANILLA) AND IODISED SALT. *(EQUIVALENT TO 90% M/M DOUBLE TONED MILK)""]","[""milk""]",[],,
WholeGrain Brown rice cakes,pintola,plant-based-foods-and-beverages,9901410900069,,"[""130g with 16 rice cakes""]","[""Organic Whole Grain Brown Rice (99.25%) & Desert Salt (0.75%)""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/990/141/090/0069/front_en.3.400.jpg
Impact Whey Protein (Strawberry Cream),MYPROTEIN,whey-protein-powder,5059883417080,,"[""2.5 kg""]","[""Whey protein concentrate (98.2%) (Emulsifiers: Soy lecithin & Sunflower lecithin)"", ""Natural & Artificial Flavours (Strawberry Cream)"", ""Natural Colour (Beta Carotene)"", ""Sweetener (Sucralose)""]","[""gluten"", ""milk"", ""nuts"", ""soybeans"", ""contains-milk-and-soy-manufactured-in-a-facility-which-processes-oats""]",[],,
Hot and sweet tomato chilli sauce,Maggi,condiments,8901058012651,,"[""75g""]","[""Water"", ""Sugar"", ""Tomato paste (11.9%)"", ""Red chilli puree (6.6%)"", ""lodized salt"", ""Acidity regulator (260)"", ""Starch"", ""Mixed Spices"", ""Garlic powder"", ""Thickener (415)"", ""Onion powder & Preservative (211)""]","[""-""]",[],,
Cornitos Crusties Italian Cheese Potato Puffs,cornitos,snacks,8906082577466,,"[""50g""]","[""Rice Grits"", ""Potato Flakes (28%)"", ""Corn Grits"", ""Potato Starch"", ""Edible Common Salt"", ""Edible Vegetable Oil (Corn/Rice Bran)"", ""Maltodextrin"", ""Sugar"", ""Milk Solids"", ""lodised Salt"", ""Spices & Condiments (Onion"", ""Garlic"", ""Chilli)"", ""Cheese Powder"", ""Hydrolysed Vegetable Protein (Soya)"", ""Yeast Extract Powder"", ""Acidity Regulator (NS 270)"", ""Anticaking Agent (INS 551"", ""INS 170(1))"", ""Flavour Enhancer (INS 627"", ""INS 631).""]","[""milk"", ""none"", ""soybeans""]",[],,
MilkyMist Strawberry Milk Shake,milky-mist,beverages-and-beverages-preparations,8904083300953,,"[""220ml""]","[""Toned Milk (89%)"", ""Sugar"", ""Milk Solids"", ""Emulsifier & Stabilizer (INS 471"", ""INS 407"", ""INS 412"", ""INS 415)"", ""Flavor (Nature Identical Flavoring Substances - Strawberry) Acidity Regulator [INS 339 (ii)]"", ""lodized Salt"", ""Contains Permitted Synthetic Food Colour (INS 127).""]","[""milk""]",[],,https://images.openfoodfacts.org/images/products/890/408/330/0953/front_en.3.400.jpg
Cow Ghee,g-pulla-reddy,fats,8906033950720,,"[""400g""]","[""COW MILK FAT""]","[""-""]",[],,
Gongura Red Chilli Pickle,g-pulla-reddy,plant-based-foods-and-beverages,8906033951369,,"[""400g""]","[""Gongura"", ""Red Chilli"", ""Salt"", ""Urad Dal"", ""Refined Peanut Oil"", ""Garlic"", ""Tamarind Paste"", ""Fenugreek"", ""Coriander"", ""Mustard"", ""Turmeric""]","[""mustard"", ""peanuts""]",[],,
Troo Good Magic Masala Jowar Ribbons,troo-good,snacks,8908018906807,,"[""25g""]","[""JOWAR FLOUR"", ""REFINED EDIBLE OIL"", ""BENGAL GRAM FLOUR"", ""RICE FLOUR"", ""SESAME SEEDS"", ""IODISED SALT"", ""CHILLI POWDER"", ""MUSTARD"", ""FENUGREEK"", ""TURMERIC"", ""FLAVOUR ENHANCER (820)"", ""SPICES AND CONDIMENTS""]","[""mustard"", ""sesame seeds""]",[],,https://images.openfoodfacts.org/images/products/890/801/890/6807/front_en.3.400.jpg
green chilli pickle,mother-s-recipe,plant-based-foods-and-beverages,8906001050865,,"[""400gm""]","[""Green Chilli Pieces (52%)"", ""iodized Salt"", ""Cottonseed Oil"", ""Lime Pulp"", ""Mustard Spices & Condiments"", ""Acidity Regulator (INS 260) and Asafoetida""]","[""gluten"", ""milk"", ""nuts"", ""peanuts"", ""soybeans"", ""sulphur dioxide and sulphites""]",[],,
Coffee Fudge,wholy,snacks,8908020710102,,"[""40g""]","[""Cake: atta (whole wheat flour)"", ""prebiotic fiber (fructooligosaccharides)"", ""edible vegetable oil (sunflower)"", ""dark compound no added sugar (maltitol"", ""edible vegetable oil"", ""cocoa solids"", ""emulsifier (soy lecithin)"", ""vanillin)"", ""cocoa solids 6%"", ""milk solids"", ""coffee"", ""brown rice syrup"", ""corn syrup solids"", ""erythritol"", ""vegetable glycerin"", ""modified starch (INS 1422)"", ""plant based emulsifier (INS 471"", ""INS 477)"", ""baking powder"", ""salt chocolate filling: jaggery"", ""edible vegetable fat"", ""edible vegetable oil"", ""cocoa solids"", ""emulsifier (soy lecithin)"", ""vanillin CONTAINS ADDED NATURE IDENTICAL FLAVORS (VANILLA"", ""CHOCOLATE) CONTAINS OLIGOFRUCTOSE (DIETARY FIBER) 9.1gm/100gm ALLERGENS: GLUTEN"", ""DAIRY"", ""SOY"", ""NUTS AND TREE NUTS POLYOLS MAY ALSO HAVE LAXATIVE SIDE EFFECTS""]","[""gluten"", ""milk"", ""nuts"", ""soybeans""]",[],,
Peanut butter Creamy,disano,plant-based-foods-and-beverages,8904320015398,,"[""924g""]","[""Roasted Peanuts (91%)"", ""Sugar"", ""Stabilizer(INS471)"", ""lodised Salt.""]","[""peanuts""]",[],,https://images.openfoodfacts.org/images/products/890/432/001/5398/front_en.9.400.jpg
Pista Badaam Whey Protein,the-whole-truth,dietary-supplements,8906143891784,,"[""1kg""]","[""Whey protein blend 78.0% (instantised with sunflower lecithin) whey protein isolate 56.0% whey protein concentrate 22.0% whole milk powder 7.6% dates pistachio almonds bromelain 5.0% 4.0% 4.0% 0.5% cardamom 0.4% curcumin 0.3% monk fruit 0.2%""]","[""-""]",[],,
Asafoetida Powder,pog,plant-based-foods-and-beverages,8908002804096,,"[""100g""]","[""WHEAT FLOUR %"", ""ASAFOETIDA""]","[""gluten""]",[],,
Bambino Nutraawell Vermicelli,bambino,wheat-vermicelli,8904287001014,,"[""85g""]","[""Hard Wheat Semolina/Rawa"", ""Vitamins and Minerals Premix [Vitamin B3 (as Niacinamide)"", ""Iron (as Ferrous Sulphate)"", ""Zinc (as Zinc Sulphate)"", ""Vitamin B2 (Riboflavin)"", ""Vitamin B1 (as Thiamine Mononitrate)"", ""Vitamin B9 (Folic Acid) & Vitamin B12 (Cyanocobalamin)]""]","[""gluten""]",[],,
Bovonto,kali-mark,beverages-and-beverages-preparations,8908014480080,,"[""1.5 l""]","[""CARBONATED WATER"", ""SUGAR"", ""COLOUR (INS 150d"", ""INS 122"", ""INS 102"", ""INS 124"", ""INS 133)"", ""NATURAL"", ""NATURE IDENTICAL & ARTIFICIAL FLAVOURING SUBSTANCES"", ""ACIDITY REGULATOR (INS 330)"", ""PRESERVATIVE (INS 21.1)"", ""SWEETENER (INS 955).\r\n\r\nCONTAINS NO FRUIT JUICE OR PULP.""]","[""-""]",[],,
Lite Mixture,haldiram-s,snacks,8904063257581,,"[""42g""]","[""Flaked Rice(46%)"", ""Edible Vegetable Oil(Palmolein/Cotton Seed)"", ""Black chickpea(14%)"", ""Edible Common Salt"", ""Corn Flakes(6.5%)"", ""Black Salt Powder"", ""Cumin Seed Powder"", ""Turmeric Powder"", ""Pomegranate Seed Powder"", ""Dry Mango Powder"", ""Ginger Powder"", ""Cinnamon Powder"", ""Celery"", ""Mint Leaves Powder"", ""Cardamom Powder"", ""Black Cumin"", ""Red Chilli Powder"", ""Clove Powder"", ""Acidity Regulator""]","[""celery""]",[],,
Manchow instant soup,ching-s,meals,8901595971220,,"[""12""]","[""Potato starch"", ""dried glucose syrup"", ""iodised salt"", ""dehydrated vegetables(13.5%)[carrot"", ""french beans"", ""parsley"", ""cabbage]"", ""sugar"", ""dehydrated onion"", ""soy sauce powder (soyabean"", ""wheat"", ""salt)"", ""dehydrated garlic"", ""flavour inhancer (INS 635)"", ""mixed spices(chilli powder"", ""pepper powder)"", ""natural colour (INS 150d)"", ""acidity regulator (INS 296)"", ""Anticaking agent(INS 551)"", ""sunflower oil"", ""thickener (INS 415)"", ""natural flavouring substances""]","[""gluten"", ""soybeans""]",[],,
Darjeeling Tea,duncans,plant-based-foods-and-beverages,08774440,,"[""250 g""]","[""Tea""]","[""-""]",[],,https://images.openfoodfacts.org/images/products/000/000/877/4440/front_en.3.400.jpg
OMG! Oh My Ganna Ginger Groove,nutricane,juice,8908009670014,,"[""250 ml""]","[""REAL SUGARCANE"", ""SALT"", ""ANTIOXIDANT (INS 300)"", ""ACIDITY REGULATOR (INS 334)"", ""STABILIZER (INS 440"", ""INS 337)"", ""WATER (FOR MAINTAINING DESIRED BRIX)"", ""CONTAINS PERMITTED NATURAL FLAVOUR & NATURAL IDENTICAL COLOURING SUBSTANCES (INS 141[i])""]","[""-""]",[],,
Peanut Protein Dark Chocolate,alpino,dietary-supplements,8906127551338,,"[""1 kg""]","[""Peanut Protein Isolate"", ""Cocoa Powder"", ""Medium Chain Triglycerides (Extracted from Coconut)"", ""Monk Fruit Extract"", ""Natural Chocolate Flavour"", ""Sunflower Lecithin"", ""Xanthan Gum (Naturally Extracted)""]","[""-""]",[],,
Dream LITE,anmol,buscuit,8902268002326,,"[""200g""]","[""REFINED WHEAT FLOUR"", ""EDIBLE VEGETABLE OILS (PALMI"", ""SUGAR"", ""RAISING AGENTS [INS 503()"", ""INS 500ti). LIQUID GLUCOSE"", ""EDIBLE COMMON SALT"", ""BESAN"", ""INVERT SYRUP"", ""MALT EXTRACT"", ""MILK SOLIDS"", ""DEHYDRATED & POWDERED VEGETABLES CABBAGE"", ""CARROT & CORIANDER LEAVES) 0.9%"", ""PERMITTED EMULSIFIERS INS 322 INS 471 . SPICES & CONDIMENTS AJOWAN"", ""GREEN CHILLI 0.12%"", ""lMPROVE R (INS 1101 1 CONTAINS PERMITTED SYNTHETIC FOOD COLOURS (INS 102"", ""INS 124] AND ADDED FLAVOURS (NATURE IDENTICAL FLAVOURING SUBSTANCE MIXED SPICE & ARTIFICIAL FLAVOURING SUBSTANCE"", ""BUTTER!""]","[""gluten"", ""milk""]",[],,
Chocos Fills,Kellogg's,plant-based-foods-and-beverages,8901499009623,,"[""250 g""]","[""Multi Grain Flour Mix (Rice Flour"", ""Whole Oats Flour"", ""Whole Wheat Flour)"", ""Choco Cream (Sugar"", ""Edible Vegetable Oil (Sunflower Oil"", ""Palm Oil)"", ""Cocoa Solids (63%)"", ""Milk Solids"", ""Emulsifier (INS 322(i))). Sugar"", ""Cocoa Powder (5.6%)"", ""Iodized Salt"", ""Vitamins""]","[""gluten"", ""milk"", ""soybeans""]",[],,https://images.openfoodfacts.org/images/products/890/149/900/9623/front_en.24.400.jpg
Brown Eggs,best,farming-products,8901958001069,,"[""6""]","[""Eggs""]","[""eggs""]",[],,
Aachi kashmiri chilli powder,aachi,chilli-powder,8906021128377,,"[""100gm""]","[""Red Chilli""]","[""-""]",[],,
Compounded hing,catch,plant-based-foods-and-beverages,0409132522655,,"[""25 g""]","[""Wheat Flour (55% approx.)"", ""Asafoetida"", ""Edible Gum. Allergen Advice: Contains Wheat flour""]","[""gluten""]",[],,https://images.openfoodfacts.org/images/products/040/913/252/2655/front_en.3.400.jpg
Waffy,duke-s,snacks,8906009809694,,"[""100 g""]","[""SUGAR"", ""REFINED WHEAT FLOUR (MAIDA)"", ""MALTODEXTRIN"", ""REFINED PALM OIL"", ""HYDROGENATED VEGETABLE OIL"", ""EMULSIFIER [INS 322 (i)]"", ""REFINED PALM KERNEL OIL"", ""ARTIFICIAL FLAVOURING SUBSTANCES (PINEAPPLE)"", ""COLOUR (INS 102"", ""INS 133)"", ""IODIZED SALT"", ""RAISING AGENT [INS 500(ii)]"", ""PINEAPPLE FRUIT POWDER (0.01%)"", ""FLOUR TREATMENT AGENTS (INS 223"", ""INS 1100"", ""INS 1101) AND ACIDITY REGULATOR (INS 296). ALLERGEN: Contains Wheat"", ""Soy & Sulphites. May Contain Milk & Nuts.""]","[""gluten""]",[],,
High Protein muesli,pintola,plant-based-foods-and-beverages,8906136652521,,"[""1kg""]","[""Whole Grains (48%)\n\n(Rolled Oats"", ""Ragi Flakes"", ""Jowar Flakes"", ""Brown Rice Flakes"", ""Quinoa Flakes)"", ""Protein Blend (23%) (Texturized Soy Protein"", ""Soy Protein Isolate)"", ""Dehydrated Fruits and Fruit Granulates (14%) (100% Natural Strawberry Powder"", ""Raisin"", ""Cranberry"", ""Apricot)"", ""Nuts & Seeds (8%) (Almonds"", ""Pumpkin Seeds"", ""Chia Seeds)"", ""Organic Jaggery"", ""Dates"", ""Rice Bran Oil"", ""Himalayan Pink Salt.\nCONTAINS ADDED NATURAL FLAVOURS: Strawberry & Cranberry.\n\nAllergen Information: Contains Oats"", ""Soy & Nuts. Processed and packed in a facility that also processes dairy products (Whey Protein).""]","[""gluten"", ""milk"", ""nuts"", ""soybeans""]",[],,
